anchor_frame,step,dx_normalized,dy_normalized,delta_yaw,dx_m,dy_m
8,11,0.0,0.0,0.0,0.0,0.0
8,12,0.0,0.0,0.0,0.0,0.0
8,13,0.0,0.0,0.0,0.0,0.0
8,14,0.0,0.0,0.0,0.0,0.0
8,15,0.0,0.0,0.0,0.0,0.0
8,16,0.0,0.0,0.0,0.0,0.0
8,17,0.0,0.0,0.0,0.0,0.0
8,18,0.0,0.0,0.0,0.0,0.0
8,19,0.0,0.0,0.0,0.0,0.0
8,20,0.0,0.0,0.0,0.0,0.0
8,21,0.0,0.0,0.0,0.0,0.0
8,22,0.0,0.0,0.0,0.0,0.0
8,23,0.0,0.0,0.0,0.0,0.0
8,24,0.0,0.0,0.0,0.0,0.0
8,25,0.0,0.0,0.0,0.0,0.0
8,26,0.0,0.0,0.0,0.0,0.0
8,27,0.0,0.0,0.0,0.0,0.0
8,28,0.0,0.0,0.0,0.0,0.0
8,29,0.0,0.0,0.0,0.0,0.0
8,30,0.0,0.0,0.0,0.0,0.0
8,31,0.0,0.0,0.0,0.0,0.0
10,0,0.4124999999248717,-7.872795655286889e-06,-1.908556522609659e-05,0.10312499998121792,-1.968198913821722e-06
10,1,0.4124999999248717,-7.872795655286889e-06,0.0,0.10312499998121792,-1.968198913821722e-06
10,2,0.40441120863987334,0.06145336338513483,0.15082302062351438,0.10110280215996834,0.015363340846283708
10,3,0.3984517012203215,0.1067356163360279,0.11092708807300689,0.09961292530508037,0.026683904084006976
10,4,0.33776729862178123,0.09047972611520208,0.0,0.08444182465544531,0.02261993152880052
10,5,0.0,0.0,-0.2617310231312957,0.0,0.0
10,6,0.0,0.0,0.0,0.0,0.0
10,7,0.0,0.0,0.0,0.0,0.0
10,8,0.0,0.0,0.0,0.0,0.0
10,9,0.0,0.0,0.0,0.0,0.0
10,10,0.0,0.0,0.0,0.0,0.0
10,11,0.0,0.0,0.0,0.0,0.0
10,12,0.0,0.0,0.0,0.0,0.0
10,13,0.0,0.0,0.0,0.0,0.0
10,14,0.0,0.0,0.0,0.0,0.0
10,15,0.0,0.0,0.0,0.0,0.0
10,16,0.0,0.0,0.0,0.0,0.0
10,17,0.0,0.0,0.0,0.0,0.0
10,18,0.0,0.0,0.0,0.0,0.0
10,19,0.0,0.0,0.0,0.0,0.0
10,20,0.0,0.0,0.0,0.0,0.0
10,21,0.0,0.0,0.0,0.0,0.0
10,22,0.0,0.0,0.0,0.0,0.0
10,23,0.0,0.0,0.0,0.0,0.0
10,24,0.0,0.0,0.0,0.0,0.0
10,25,0.0,0.0,0.0,0.0,0.0
10,26,0.0,0.0,0.0,0.0,0.0
10,27,0.0,0.0,0.0,0.0,0.0
10,28,0.0,0.0,0.0,0.0,0.0
10,29,0.0,0.0,0.0,0.0,0.0
10,30,0.0,0.0,0.0,0.0,0.0
10,31,0.0,0.0,0.0,0.0,0.0
12,0,0.4124999975724571,-4.475179251795775e-05,-0.0001084891941957458,0.10312499939311427,-1.1187948129489438e-05
12,1,0.4124999975724571,-4.475179251795775e-05,0.0,0.10312499939311427,-1.1187948129489438e-05
12,2,0.17468692233430605,-1.8951643514936707e-05,0.0,0.04367173058357651,-4.737910878734177e-06
12,3,0.0,0.0,0.00010848919419581549,0.0,0.0
12,4,0.0,0.0,0.0,0.0,0.0
12,5,0.0,0.0,0.0,0.0,0.0
12,6,0.0,0.0,0.0,0.0,0.0
12,7,0.0,0.0,0.0,0.0,0.0
12,8,0.0,0.0,0.0,0.0,0.0
12,9,0.0,0.0,0.0,0.0,0.0
12,10,0.0,0.0,0.0,0.0,0.0
12,11,0.0,0.0,0.0,0.0,0.0
12,12,0.0,0.0,0.0,0.0,0.0
12,13,0.0,0.0,0.0,0.0,0.0
12,14,0.0,0.0,0.0,0.0,0.0
12,15,0.0,0.0,0.0,0.0,0.0
12,16,0.0,0.0,0.0,0.0,0.0
12,17,0.0,0.0,0.0,0.0,0.0
12,18,0.0,0.0,0.0,0.0,0.0
12,19,0.0,0.0,0.0,0.0,0.0
12,20,0.0,0.0,0.0,0.0,0.0
12,21,0.0,0.0,0.0,0.0,0.0
12,22,0.0,0.0,0.0,0.0,0.0
12,23,0.0,0.0,0.0,0.0,0.0
12,24,0.0,0.0,0.0,0.0,0.0
12,25,0.0,0.0,0.0,0.0,0.0
12,26,0.0,0.0,0.0,0.0,0.0
12,27,0.0,0.0,0.0,0.0,0.0
12,28,0.0,0.0,0.0,0.0,0.0
12,29,0.0,0.0,0.0,0.0,0.0
12,30,0.0,0.0,0.0,0.0,0.0
12,31,0.0,0.0,0.0,0.0,0.0
14,0,0.0,0.0,0.0,0.0,0.0
14,1,0.0,0.0,0.0,0.0,0.0
14,2,0.0,0.0,0.0,0.0,0.0
14,3,0.0,0.0,0.0,0.0,0.0
14,4,0.0,0.0,0.0,0.0,0.0
14,5,0.0,0.0,0.0,0.0,0.0
14,6,0.0,0.0,0.0,0.0,0.0
14,7,0.0,0.0,0.0,0.0,0.0
14,8,0.0,0.0,0.0,0.0,0.0
14,9,0.0,0.0,0.0,0.0,0.0
14,10,0.0,0.0,0.0,0.0,0.0
14,11,0.0,0.0,0.0,0.0,0.0
14,12,0.0,0.0,0.0,0.0,0.0
14,13,0.0,0.0,0.0,0.0,0.0
14,14,0.0,0.0,0.0,0.0,0.0
14,15,0.0,0.0,0.0,0.0,0.0
14,16,0.0,0.0,0.0,0.0,0.0
14,17,0.0,0.0,0.0,0.0,0.0
14,18,0.0,0.0,0.0,0.0,0.0
14,19,0.0,0.0,0.0,0.0,0.0
14,20,0.0,0.0,0.0,0.0,0.0
14,21,0.0,0.0,0.0,0.0,0.0
14,22,0.0,0.0,0.0,0.0,0.0
14,23,0.0,0.0,0.0,0.0,0.0
14,24,0.0,0.0,0.0,0.0,0.0
14,25,0.0,0.0,0.0,0.0,0.0
14,26,0.0,0.0,0.0,0.0,0.0
14,27,0.0,0.0,0.0,0.0,0.0
14,28,0.0,0.0,0.0,0.0,0.0
14,29,0.0,0.0,0.0,0.0,0.0
14,30,0.0,0.0,0.0,0.0,0.0
14,31,0.0,0.0,0.0,0.0,0.0
